Date,Commodity,Average_Price,Unit,Supply_Volume,Temperature,Precipitation,Wind_Speed,Air_Pressure,Rainfall_MM,USD_TO_NPR,Diesel,Season,festival_name,Dashain,Tihar,Holi,NepalNewYear,is_festival
3/24/2024,Tomato_Big,61.67,kg,7336.67,16.17,5.53,8.93,1018.33,2.57,131.64,158,Spring,Holi,0,0,1,0,1
3/25/2024,Tomato_Big,63.33,kg,9168.33,16.98,5.07,9.92,1018.12,2.08,131.73,158,Spring,Holi,0,0,1,0,1
3/26/2024,Tomato_Big,65,kg,11000,17.8,4.6,10.9,1017.9,1.6,131.82,158,Spring,,0,0,0,0,0
3/27/2024,Tomato_Big,55,kg,16000,17.5,4,7.4,1019.6,2,131.73,158,Spring,,0,0,0,0,0
3/28/2024,Tomato_Big,65,kg,24437.5,18.4,3.05,6.9,1018.55,2.45,131.77,158,Spring,,0,0,0,0,0
3/29/2024,Tomato_Big,75,kg,32875,19.3,2.1,6.4,1017.5,2.9,131.81,158,Spring,,0,0,0,0,0
3/30/2024,Tomato_Big,76.67,kg,5735,19.9,11.3,8.5,1018.1,1.2,131.92,158,Spring,,0,0,0,0,0
3/31/2024,Tomato_Big,75,kg,55000,19.3,0,10.8,1017.5,0.3,131.92,158,Spring,,0,0,0,0,0
4/1/2024,Tomato_Big,73,kg,46071,19.7,0,10.34,1016.78,0.32,131.92,158,Spring,,0,0,0,0,0
4/2/2024,Tomato_Big,71,kg,37142,20.1,0,9.88,1016.06,0.34,131.92,158,Spring,,0,0,0,0,0
4/3/2024,Tomato_Big,69,kg,28213,20.5,0,9.42,1015.34,0.36,131.92,158,Spring,,0,0,0,0,0
4/4/2024,Tomato_Big,67,kg,19284,20.9,0,8.96,1014.62,0.38,131.92,158,Spring,,0,0,0,0,0
4/5/2024,Tomato_Big,65,kg,10355,21.3,0,8.5,1013.9,0.4,131.92,158,Spring,,0,0,0,0,0
4/6/2024,Tomato_Big,69.38,kg,40952.5,21.05,0,8.7,1014.15,0.3,131.77,158,Spring,,0,0,0,0,0
4/7/2024,Tomato_Big,73.75,kg,71550,20.8,0,8.9,1014.4,0.2,131.62,158,Spring,,0,0,0,0,0
4/8/2024,Tomato_Big,75,kg,35300,19.8,0,10.5,1016.9,0,131.62,158,Spring,,0,0,0,0,0
4/9/2024,Tomato_Big,75,kg,0,19.2,0,7.7,1018.2,0,131.36,158,Spring,,0,0,0,0,0
4/10/2024,Tomato_Big,66.67,kg,22356,19.4,0,11.6,1019,0,131.42,158,Spring,,0,0,0,0,0
4/11/2024,Tomato_Big,65,kg,29000,17.3,1,10.6,1020,0.4,131.56,158,Spring,,0,0,0,0,0
4/12/2024,Tomato_Big,65,kg,16500,18.4,1.5,6.6,1019.8,0,131.82,158,Spring,,0,0,0,0,0
4/13/2024,Tomato_Big,70,kg,9500,19.9,0.75,7.55,1019.9,0,131.67,158,Spring,NepalNewYear,0,0,0,1,1
4/14/2024,Tomato_Big,75,kg,2500,21.4,0,8.5,1020,0,131.51,158,Spring,NepalNewYear,0,0,0,1,1
4/15/2024,Tomato_Big,65,kg,36750,22.2,0,7.8,1018.9,0,131.51,158,Spring,,0,0,0,0,0
4/16/2024,Tomato_Big,65,kg,16260,22.2,0,9.5,1015,0,131.83,161,Spring,,0,0,0,0,0
4/17/2024,Tomato_Big,65,kg,23250,22,0,13.3,1012.8,0.1,132.12,161,Spring,,0,0,0,0,0
4/18/2024,Tomato_Big,65,kg,16000,21.8,0,10.5,1012.2,0.1,131.9,161,Spring,,0,0,0,0,0
4/19/2024,Tomato_Big,65,kg,14666.67,22.2,0,10.2,1011.93,0.07,131.83,161,Spring,,0,0,0,0,0
4/20/2024,Tomato_Big,65,kg,13333.33,22.6,0,9.9,1011.67,0.03,131.75,161,Spring,,0,0,0,0,0
4/21/2024,Tomato_Big,65,kg,12000,23,0,9.6,1011.4,0,131.68,161,Spring,,0,0,0,0,0
4/22/2024,Tomato_Big,55,kg,12000,23.4,0,10,1013.1,0,131.68,161,Spring,,0,0,0,0,0
4/23/2024,Tomato_Big,55,kg,10175,23.4,0,9.56,1013.26,0,131.76,161,Spring,,0,0,0,0,0
4/24/2024,Tomato_Big,55,kg,8350,23.4,0,9.12,1013.42,0,131.83,161,Spring,,0,0,0,0,0
4/25/2024,Tomato_Big,55,kg,6525,23.4,0,8.68,1013.58,0,131.91,161,Spring,,0,0,0,0,0
4/26/2024,Tomato_Big,55,kg,4700,23.4,0,8.24,1013.74,0,131.98,161,Spring,,0,0,0,0,0
4/27/2024,Tomato_Big,55,kg,2875,23.4,0,7.8,1013.9,0,132.06,161,Spring,,0,0,0,0,0
4/28/2024,Tomato_Big,45,kg,0,23.8,0,9.3,1013,0,132.06,161,Spring,,0,0,0,0,0
4/29/2024,Tomato_Big,45,kg,17675,23.8,0,9,1013.5,0,132.06,161,Spring,,0,0,0,0,0
4/30/2024,Tomato_Big,45,kg,0,24.7,0,8.5,1010,0,131.95,159,Spring,,0,0,0,0,0
5/1/2024,Tomato_Big,45,kg,5000,23.8,0,10.5,1008.4,0,132,159,Spring,,0,0,0,0,0
5/2/2024,Tomato_Big,40,kg,14075,22.8,0,9.85,1010.8,0,131.96,159,Spring,,0,0,0,0,0
5/3/2024,Tomato_Big,35,kg,23150,21.8,0,9.2,1013.2,0,131.92,159,Spring,,0,0,0,0,0
5/4/2024,Tomato_Big,37.5,kg,12500,21.8,0,8.3,1014,0,131.71,159,Spring,,0,0,0,0,0
5/5/2024,Tomato_Big,45,kg,4500,21.6,0,7.6,1010,0,131.71,159,Spring,,0,0,0,0,0
5/6/2024,Tomato_Big,35,kg,0,21.7,2,8.8,1013,0.3,131.71,159,Spring,,0,0,0,0,0
5/7/2024,Tomato_Big,37.5,kg,140,19.55,7.35,7.85,1015.45,6,131.88,159,Spring,,0,0,0,0,0
5/8/2024,Tomato_Big,40,kg,280,17.4,12.7,6.9,1017.9,11.7,132.05,159,Spring,,0,0,0,0,0
5/9/2024,Tomato_Big,45,kg,0,19.5,0,6.8,1018.2,1.1,132.08,159,Spring,,0,0,0,0,0
5/10/2024,Tomato_Big,45,kg,22350,20.9,8.9,8.5,1016.5,5,132.12,159,Spring,,0,0,0,0,0
5/11/2024,Tomato_Big,43.75,kg,18112.5,21.38,6.68,8.5,1016.88,3.93,132.1,159,Spring,,0,0,0,0,0
5/12/2024,Tomato_Big,42.5,kg,13875,21.85,4.45,8.5,1017.25,2.85,132.08,159,Spring,,0,0,0,0,0
5/13/2024,Tomato_Big,41.25,kg,9637.5,22.33,2.23,8.5,1017.63,1.78,132.05,159,Spring,,0,0,0,0,0
5/14/2024,Tomato_Big,40,kg,5400,22.8,0,8.5,1018,0.7,132.03,159,Spring,,0,0,0,0,0
5/15/2024,Tomato_Big,38.33,kg,0,22.9,0,9.8,1018.5,0,132.03,159,Spring,,0,0,0,0,0
5/16/2024,Tomato_Big,35,kg,27125,23.7,0,9.4,1018,0,131.69,154,Spring,,0,0,0,0,0
5/17/2024,Tomato_Big,37,kg,22700,23.58,0,9.06,1017.14,0.64,131.72,154,Spring,,0,0,0,0,0
5/18/2024,Tomato_Big,39,kg,18275,23.46,0,8.72,1016.28,1.28,131.75,154,Spring,,0,0,0,0,0
5/19/2024,Tomato_Big,41,kg,13850,23.34,0,8.38,1015.42,1.92,131.77,154,Spring,,0,0,0,0,0
5/20/2024,Tomato_Big,43,kg,9425,23.22,0,8.04,1014.56,2.56,131.8,154,Spring,,0,0,0,0,0
5/21/2024,Tomato_Big,45,kg,5000,23.1,0,7.7,1013.7,3.2,131.83,154,Spring,,0,0,0,0,0
5/22/2024,Tomato_Big,45,kg,7458.33,23.53,0,7.37,1013.17,2.73,131.75,154,Spring,,0,0,0,0,0
5/23/2024,Tomato_Big,45,kg,9916.67,23.97,0,7.03,1012.63,2.27,131.67,154,Spring,,0,0,0,0,0
5/24/2024,Tomato_Big,45,kg,12375,24.4,0,6.7,1012.1,1.8,131.59,154,Spring,,0,0,0,0,0
5/25/2024,Tomato_Big,48.33,kg,8250,24.37,0,8.47,1010.1,2.67,131.48,154,Spring,,0,0,0,0,0
5/26/2024,Tomato_Big,51.67,kg,4125,24.33,0,10.23,1008.1,3.53,131.37,154,Spring,,0,0,0,0,0
5/27/2024,Tomato_Big,55,kg,0,24.3,0,12,1006.1,4.4,131.26,154,Spring,,0,0,0,0,0
5/28/2024,Tomato_Big,45,kg,0,23.4,8.3,5.7,1004.4,16.7,131.38,154,Spring,,0,0,0,0,0
5/29/2024,Tomato_Big,55,kg,0,25.2,0,7.9,1007,1.1,131.78,154,Spring,,0,0,0,0,0
5/30/2024,Tomato_Big,55,kg,8850,25.3,0,9.6,1008.1,0,131.9,154,Spring,,0,0,0,0,0
5/31/2024,Tomato_Big,65,kg,0,24.8,1.5,10.4,1010.7,0.1,131.68,153,Spring,,0,0,0,0,0
6/1/2024,Tomato_Big,65,kg,0,22.9,1.5,6.9,1011.5,0.7,131.89,153,Monsoon,,0,0,0,0,0
6/2/2024,Tomato_Big,75,kg,12000,23.9,0,7.8,1013,8.1,131.89,153,Monsoon,,0,0,0,0,0
6/3/2024,Tomato_Big,55,kg,8750,24.5,0,8.3,1011.3,0.7,131.89,153,Monsoon,,0,0,0,0,0
6/4/2024,Tomato_Big,55,kg,0,22.5,22.6,6.4,1012.4,8.7,131.37,153,Monsoon,,0,0,0,0,0
6/5/2024,Tomato_Big,50,kg,0,23,1,9.8,1012.8,4.5,132.11,153,Monsoon,,0,0,0,0,0
6/6/2024,Tomato_Big,65,kg,0,23.8,3.6,8.5,1012.8,1.2,131.85,153,Monsoon,,0,0,0,0,0
6/7/2024,Tomato_Big,45,kg,0,24.3,0,10.1,1010.5,12.8,131.8,153,Monsoon,,0,0,0,0,0
6/8/2024,Tomato_Big,55,kg,0,24.8,2.3,10.3,1009.3,3.3,131.95,153,Monsoon,,0,0,0,0,0
6/9/2024,Tomato_Big,55,kg,10000,26.1,0,9.8,1009.6,0,131.95,153,Monsoon,,0,0,0,0,0
6/10/2024,Tomato_Big,55,kg,5000,26.05,0,10,1009.4,1.1,131.95,153,Monsoon,,0,0,0,0,0
6/11/2024,Tomato_Big,55,kg,0,26,0,10.2,1009.2,2.2,131.95,153,Monsoon,,0,0,0,0,0
6/12/2024,Tomato_Big,43.33,kg,0,26.4,0,10.3,1010.5,1.1,132.29,153,Monsoon,,0,0,0,0,0
6/13/2024,Tomato_Big,55,kg,0,26.7,0,10,1008.7,10.5,132.03,153,Monsoon,,0,0,0,0,0
6/14/2024,Tomato_Big,43.33,kg,0,26.7,0,10.1,1008,9.2,132.38,153,Monsoon,,0,0,0,0,0
6/15/2024,Tomato_Big,45,kg,0,26.8,0,9.9,1007.6,4.7,131.96,153,Monsoon,,0,0,0,0,0
6/16/2024,Tomato_Big,65,kg,0,25.5,2.8,8.7,1008.6,10.8,131.96,153,Monsoon,,0,0,0,0,0
6/17/2024,Tomato_Big,35,kg,0,24.3,13.2,7.8,1007.2,12,131.96,153,Monsoon,,0,0,0,0,0
6/18/2024,Tomato_Big,55,kg,0,23.8,23.6,6.7,1004.1,12.3,132.03,153,Monsoon,,0,0,0,0,0
6/19/2024,Tomato_Big,55,kg,0,24.4,4.8,9.8,1003.6,30.9,131.86,153,Monsoon,,0,0,0,0,0
6/20/2024,Tomato_Big,55,kg,0,24.2,36.1,9.5,1006.5,9.8,131.9,153,Monsoon,,0,0,0,0,0
6/21/2024,Tomato_Big,56.67,kg,0,24.7,0,9.9,1009.1,7.6,132.22,153,Monsoon,,0,0,0,0,0
6/22/2024,Tomato_Big,65,kg,0,25,5.1,9.4,1009,15,131.89,153,Monsoon,,0,0,0,0,0
6/23/2024,Tomato_Big,65,kg,0,25.5,0.3,9.8,1009.8,11.8,131.89,153,Monsoon,,0,0,0,0,0
6/24/2024,Tomato_Big,65,kg,0,25.9,0.8,9.4,1008.7,9.5,131.89,153,Monsoon,,0,0,0,0,0
6/25/2024,Tomato_Big,65,kg,0,25.5,0,11.6,1005.9,13.5,131.97,153,Monsoon,,0,0,0,0,0
6/26/2024,Tomato_Big,66.67,kg,0,23.5,50.3,7.7,1008.7,55,131.95,153,Monsoon,,0,0,0,0,0
6/27/2024,Tomato_Big,75,kg,0,24.6,0.3,6.4,1011.4,15.4,132.2,153,Monsoon,,0,0,0,0,0
6/28/2024,Tomato_Big,66.67,kg,0,24,19.6,12.2,1008,26.4,132.02,153,Monsoon,,0,0,0,0,0
6/29/2024,Tomato_Big,65,kg,0,24.1,12.7,8.6,1006.8,22.3,131.61,153,Monsoon,,0,0,0,0,0
6/30/2024,Tomato_Big,75,kg,0,23.6,56.6,6.9,1005.9,16.5,131.61,157,Monsoon,,0,0,0,0,0
7/1/2024,Tomato_Big,66.67,kg,0,23.7,39.6,7.7,1004.4,36.4,131.61,157,Monsoon,,0,0,0,0,0
7/2/2024,Tomato_Big,65,kg,0,21.9,32.8,5.4,1003.5,32.4,132,157,Monsoon,,0,0,0,0,0
7/3/2024,Tomato_Big,66.67,kg,0,23.5,6.6,4.7,1006.5,20.7,131.95,157,Monsoon,,0,0,0,0,0
7/4/2024,Tomato_Big,75,kg,0,23.4,21.1,6.7,1008.5,13.3,132.02,157,Monsoon,,0,0,0,0,0
7/5/2024,Tomato_Big,76.67,kg,0,22.9,20.3,5.1,1007.2,14.5,132.02,157,Monsoon,,0,0,0,0,0
7/6/2024,Tomato_Big,76.67,kg,0,20.6,48.4,6.6,1007.4,45.5,132.18,157,Monsoon,,0,0,0,0,0
7/7/2024,Tomato_Big,95,kg,0,22.1,30.7,3.5,1010.7,12.7,132.18,157,Monsoon,,0,0,0,0,0
7/8/2024,Tomato_Big,110,kg,0,23.8,2,7.4,1010.9,6.4,132.18,157,Monsoon,,0,0,0,0,0
7/9/2024,Tomato_Big,110,kg,0,24,0.5,8.7,1010.3,16.6,132.05,157,Monsoon,,0,0,0,0,0
7/10/2024,Tomato_Big,110,kg,0,23,18,7.9,1010.8,32.3,132.09,157,Monsoon,,0,0,0,0,0
7/11/2024,Tomato_Big,115,kg,0,22.3,40.6,4.4,1008,57.7,132.04,157,Monsoon,,0,0,0,0,0
7/12/2024,Tomato_Big,110,kg,2500,22.3,29.7,7.9,1005.8,155.9,132.1,157,Monsoon,,0,0,0,0,0
7/13/2024,Tomato_Big,120,kg,0,24.4,24.4,8.3,1006.3,10.7,131.7,157,Monsoon,,0,0,0,0,0
7/14/2024,Tomato_Big,115,kg,0,24.7,1,8.6,1006.8,29.7,131.7,157,Monsoon,,0,0,0,0,0
7/15/2024,Tomato_Big,120,kg,0,25.4,13,10.6,1009.6,12.7,131.7,160,Monsoon,,0,0,0,0,0
7/16/2024,Tomato_Big,115,kg,0,24.8,0,7.9,1010.6,33.3,132.15,160,Monsoon,,0,0,0,0,0
7/17/2024,Tomato_Big,125,kg,0,24.1,25.4,6.4,1010.4,22,132.16,160,Monsoon,,0,0,0,0,0
7/18/2024,Tomato_Big,110,kg,0,24.5,9.8,7,1008.7,18.1,132.07,160,Monsoon,,0,0,0,0,0
7/19/2024,Tomato_Big,116.67,kg,0,25,25.7,6.4,1008.8,14.7,132.29,160,Monsoon,,0,0,0,0,0
7/20/2024,Tomato_Big,90,kg,0,24.5,1.5,7.6,1008,23,132.28,160,Monsoon,,0,0,0,0,0
7/21/2024,Tomato_Big,95,kg,0,24.1,23.8,6.2,1007.6,11.8,132.28,160,Monsoon,,0,0,0,0,0
7/22/2024,Tomato_Big,66,kg,0,23.9,7.6,6.1,1008.8,6.3,132.28,160,Monsoon,,0,0,0,0,0
7/23/2024,Tomato_Big,70,kg,0,23.5,10.7,6.8,1006.9,12,132.35,160,Monsoon,,0,0,0,0,0
7/24/2024,Tomato_Big,70,kg,0,24.2,28.2,6.6,1003.8,18.6,132.31,160,Monsoon,,0,0,0,0,0
7/25/2024,Tomato_Big,75,kg,0,24.2,29.8,6.5,1002.1,19.8,132.39,160,Monsoon,,0,0,0,0,0
7/26/2024,Tomato_Big,70,kg,2725,24.9,12.2,6.5,1004.4,11.5,132.39,160,Monsoon,,0,0,0,0,0
7/27/2024,Tomato_Big,65,kg,0,25.9,3.3,6.5,1006.9,1.4,132.41,160,Monsoon,,0,0,0,0,0
7/28/2024,Tomato_Big,75,kg,0,24.6,24.8,6.2,1007.8,10.9,132.41,160,Monsoon,,0,0,0,0,0
7/29/2024,Tomato_Big,75,kg,0,25.1,44,6.8,1006.6,11,132.41,160,Monsoon,,0,0,0,0,0
7/30/2024,Tomato_Big,75,kg,0,24.8,18,9.2,1007.6,11.1,132.45,160,Monsoon,,0,0,0,0,0
7/31/2024,Tomato_Big,76.67,kg,0,25,62.5,10.2,1009.1,12.9,132.43,158,Monsoon,,0,0,0,0,0
8/1/2024,Tomato_Big,75,kg,1575,24.3,0.3,11.8,1007.5,27.8,132.25,158,Monsoon,,0,0,0,0,0
8/2/2024,Tomato_Big,76.67,kg,0,23.5,0.8,7.3,1006.3,18.8,132.3,158,Monsoon,,0,0,0,0,0
8/3/2024,Tomato_Big,73.33,kg,0,24.5,5.6,9.5,1009.4,9.9,131.21,158,Monsoon,,0,0,0,0,0
8/4/2024,Tomato_Big,75,kg,0,24.6,0,12,1012.3,12.8,131.21,158,Monsoon,,0,0,0,0,0
8/5/2024,Tomato_Big,66.67,kg,0,23.9,1,7.9,1010.3,19.8,131.21,158,Monsoon,,0,0,0,0,0
8/6/2024,Tomato_Big,65,kg,0,22.4,73.4,9.5,1010.3,37.1,132.83,158,Monsoon,,0,0,0,0,0
8/7/2024,Tomato_Big,66.67,kg,0,22.9,25.9,6.7,1010.6,29.9,132.8,158,Monsoon,,0,0,0,0,0
8/8/2024,Tomato_Big,65,kg,0,22.5,20.8,5.8,1012,49.5,132.77,158,Monsoon,,0,0,0,0,0
8/9/2024,Tomato_Big,76.67,kg,0,22.3,5.1,5.2,1012.2,47.9,132.76,158,Monsoon,,0,0,0,0,0
8/10/2024,Tomato_Big,76.67,kg,0,23.1,0.8,6.1,1011.3,27.4,132.62,158,Monsoon,,0,0,0,0,0
8/11/2024,Tomato_Big,75,kg,0,22.5,29,7,1009.7,19.3,132.62,158,Monsoon,,0,0,0,0,0
8/12/2024,Tomato_Big,96.67,kg,0,23.6,22.2,8.1,1010.8,24,132.62,158,Monsoon,,0,0,0,0,0
8/13/2024,Tomato_Big,95,kg,0,23.7,15.2,6.2,1012,29.2,132.82,158,Monsoon,,0,0,0,0,0
8/14/2024,Tomato_Big,86.67,kg,11250,24.2,14.7,9.6,1013.1,13.4,132.77,158,Monsoon,,0,0,0,0,0
8/15/2024,Tomato_Big,95,kg,0,23.6,1.3,12.7,1011.9,9.8,132.77,158,Monsoon,,0,0,0,0,0
8/16/2024,Tomato_Big,86.67,kg,0,24.2,1.8,8.3,1010.9,7.1,133.23,155,Monsoon,,0,0,0,0,0
8/17/2024,Tomato_Big,86.67,kg,20000,24.1,13.7,10.4,1011.7,7.1,132.27,155,Monsoon,,0,0,0,0,0
8/18/2024,Tomato_Big,85,kg,0,23.4,27.7,6.2,1012.3,8.3,132.27,155,Monsoon,,0,0,0,0,0
8/19/2024,Tomato_Big,96.67,kg,0,22.9,7.9,6.1,1011.7,5,132.27,155,Monsoon,,0,0,0,0,0
8/20/2024,Tomato_Big,95,kg,0,22.3,6.9,7.4,1012.9,19.1,132.66,155,Monsoon,,0,0,0,0,0
8/21/2024,Tomato_Big,76.67,kg,0,21,1.3,5,1012.8,12.7,132.2,155,Monsoon,,0,0,0,0,0
8/22/2024,Tomato_Big,75,kg,0,22.6,6.5,5.3,1012.4,5.5,132.82,155,Monsoon,,0,0,0,0,0
8/23/2024,Tomato_Big,96.67,kg,10000,23.3,7.7,5.3,1012,6.1,132.89,155,Monsoon,,0,0,0,0,0
8/24/2024,Tomato_Big,70,kg,0,23.8,5.6,7.5,1012.2,5.5,131.64,155,Monsoon,,0,0,0,0,0
8/25/2024,Tomato_Big,75,kg,0,23.7,4,7.1,1011,12,131.64,155,Monsoon,,0,0,0,0,0
8/26/2024,Tomato_Big,66.67,kg,12000,22.4,8.7,6.8,1010,4.7,131.64,155,Monsoon,,0,0,0,0,0
8/27/2024,Tomato_Big,65,kg,0,22.2,7.6,4.3,1011.3,16.5,132.72,155,Monsoon,,0,0,0,0,0
8/28/2024,Tomato_Big,60,kg,0,24.2,0,6.7,1010.2,6.8,132.75,155,Monsoon,,0,0,0,0,0
8/29/2024,Tomato_Big,65,kg,8750,22.9,2.8,7.1,1009.8,5.8,132.78,155,Monsoon,,0,0,0,0,0
8/30/2024,Tomato_Big,55,kg,10000,25,6.6,6.8,1009.8,2.5,132.98,155,Monsoon,,0,0,0,0,0
8/31/2024,Tomato_Big,53.75,kg,0,24.6,0.5,8.4,1008.9,8.5,132.83,155,Monsoon,,0,0,0,0,0
9/1/2024,Tomato_Big,55,kg,0,21.4,0,5.9,1007.8,16.1,132.83,154,Monsoon,,0,0,0,0,0
9/2/2024,Tomato_Big,55,kg,12000,24.3,0,7.1,1007.5,4.2,132.83,154,Monsoon,,0,0,0,0,0
9/3/2024,Tomato_Big,55,kg,4500,22.9,0,6,1007.3,12.9,132.78,154,Monsoon,,0,0,0,0,0
9/4/2024,Tomato_Big,55,kg,0,23.3,0,6.4,1010.5,16.1,132.77,154,Monsoon,,0,0,0,0,0
9/5/2024,Tomato_Big,55,kg,0,22.5,17.4,6,1009.9,23.3,132.53,154,Monsoon,,0,0,0,0,0
9/6/2024,Tomato_Big,55,kg,0,23,33.2,9.4,1011.2,17.7,132.68,154,Monsoon,,0,0,0,0,0
9/7/2024,Tomato_Big,55,kg,0,24.4,5,6.3,1013.8,10.1,133.04,154,Monsoon,,0,0,0,0,0
9/8/2024,Tomato_Big,55,kg,3000,24.8,0,8,1012.4,0.4,133.04,154,Monsoon,,0,0,0,0,0
9/9/2024,Tomato_Big,55,kg,0,23.8,0,7.9,1010.8,1.9,133.04,154,Monsoon,,0,0,0,0,0
9/10/2024,Tomato_Big,55,kg,0,23.67,0.27,7.8,1011.1,8.63,132.94,154,Monsoon,,0,0,0,0,0
9/11/2024,Tomato_Big,55,kg,0,23.53,0.53,7.7,1011.4,15.37,132.84,154,Monsoon,,0,0,0,0,0
9/12/2024,Tomato_Big,55,kg,0,23.4,0.8,7.6,1011.7,22.1,132.74,154,Monsoon,,0,0,0,0,0
9/13/2024,Tomato_Big,55.59,kg,0,23.28,0.79,7.58,1011.84,21.8,132.74,154,Monsoon,,0,0,0,0,0
9/14/2024,Tomato_Big,56.18,kg,0,23.15,0.78,7.56,1011.98,21.49,132.74,154,Monsoon,,0,0,0,0,0
9/15/2024,Tomato_Big,56.76,kg,0,23.03,0.76,7.54,1012.12,21.19,132.74,154,Monsoon,,0,0,0,0,0
9/16/2024,Tomato_Big,57.35,kg,0,22.9,0.75,7.52,1012.26,20.89,132.74,154,Monsoon,,0,0,0,0,0
9/17/2024,Tomato_Big,57.94,kg,0,22.78,0.74,7.5,1012.4,20.59,132.74,154,Monsoon,,0,0,0,0,0
9/18/2024,Tomato_Big,58.53,kg,0,22.65,0.73,7.48,1012.54,20.28,132.74,154,Monsoon,,0,0,0,0,0
9/19/2024,Tomato_Big,59.12,kg,0,22.53,0.72,7.46,1012.68,19.98,132.75,154,Monsoon,,0,0,0,0,0
9/20/2024,Tomato_Big,59.71,kg,0,22.4,0.71,7.44,1012.82,19.68,132.75,154,Monsoon,,0,0,0,0,0
9/21/2024,Tomato_Big,60.29,kg,0,22.28,0.69,7.41,1012.96,19.37,132.75,154,Monsoon,,0,0,0,0,0
9/22/2024,Tomato_Big,60.88,kg,0,22.15,0.68,7.39,1013.1,19.07,132.75,154,Monsoon,,0,0,0,0,0
9/23/2024,Tomato_Big,61.47,kg,0,22.03,0.67,7.37,1013.24,18.77,132.75,154,Monsoon,,0,0,0,0,0
9/24/2024,Tomato_Big,62.06,kg,0,21.9,0.66,7.35,1013.38,18.46,132.75,154,Monsoon,,0,0,0,0,0
9/25/2024,Tomato_Big,62.65,kg,0,21.78,0.65,7.33,1013.52,18.16,132.75,154,Monsoon,Dashain,1,0,0,0,1
9/26/2024,Tomato_Big,63.24,kg,0,21.65,0.64,7.31,1013.66,17.86,132.75,154,Monsoon,Dashain,1,0,0,0,1
9/27/2024,Tomato_Big,63.82,kg,0,21.53,0.62,7.29,1013.8,17.56,132.75,154,Monsoon,Dashain,1,0,0,0,1
9/28/2024,Tomato_Big,64.41,kg,0,21.4,0.61,7.27,1013.94,17.25,132.75,154,Monsoon,Dashain,1,0,0,0,1
9/29/2024,Tomato_Big,65,kg,0,21.28,0.6,7.25,1014.08,16.95,132.75,154,Monsoon,Dashain,1,0,0,0,1
9/30/2024,Tomato_Big,65.59,kg,0,21.15,0.59,7.23,1014.21,16.65,132.75,154,Monsoon,Dashain,1,0,0,0,1
10/1/2024,Tomato_Big,66.18,kg,0,21.03,0.58,7.21,1014.35,16.34,132.75,154,Autumn,Dashain,1,0,0,0,1
10/2/2024,Tomato_Big,66.76,kg,0,20.9,0.56,7.19,1014.49,16.04,132.75,154,Autumn,Dashain,1,0,0,0,1
10/3/2024,Tomato_Big,67.35,kg,0,20.78,0.55,7.17,1014.63,15.74,132.76,154,Autumn,Dashain,1,0,0,0,1
10/4/2024,Tomato_Big,67.94,kg,0,20.65,0.54,7.15,1014.77,15.44,132.76,154,Autumn,Dashain,1,0,0,0,1
10/5/2024,Tomato_Big,68.53,kg,0,20.53,0.53,7.13,1014.91,15.13,132.76,154,Autumn,Dashain,1,0,0,0,1
10/6/2024,Tomato_Big,69.12,kg,0,20.4,0.52,7.11,1015.05,14.83,132.76,154,Autumn,Dashain,1,0,0,0,1
10/7/2024,Tomato_Big,69.71,kg,0,20.28,0.51,7.09,1015.19,14.53,132.76,154,Autumn,Dashain,1,0,0,0,1
10/8/2024,Tomato_Big,70.29,kg,0,20.15,0.49,7.06,1015.33,14.22,132.76,154,Autumn,Dashain,1,0,0,0,1
10/9/2024,Tomato_Big,70.88,kg,0,20.03,0.48,7.04,1015.47,13.92,132.76,154,Autumn,Dashain,1,0,0,0,1
10/10/2024,Tomato_Big,71.47,kg,0,19.9,0.47,7.02,1015.61,13.62,132.76,154,Autumn,Dashain,1,0,0,0,1
10/11/2024,Tomato_Big,72.06,kg,0,19.78,0.46,7,1015.75,13.31,132.76,154,Autumn,Dashain,1,0,0,0,1
10/12/2024,Tomato_Big,72.65,kg,0,19.65,0.45,6.98,1015.89,13.01,132.76,154,Autumn,Dashain,1,0,0,0,1
10/13/2024,Tomato_Big,73.24,kg,0,19.53,0.44,6.96,1016.03,12.71,132.76,154,Autumn,Dashain,1,0,0,0,1
10/14/2024,Tomato_Big,73.82,kg,0,19.4,0.42,6.94,1016.17,12.41,132.76,154,Autumn,Dashain,1,0,0,0,1
10/15/2024,Tomato_Big,74.41,kg,0,19.28,0.41,6.92,1016.31,12.1,132.76,154,Autumn,Dashain,1,0,0,0,1
10/16/2024,Tomato_Big,75,kg,0,19.15,0.4,6.9,1016.45,11.8,132.77,154,Autumn,Dashain,1,0,0,0,1
10/17/2024,Tomato_Big,75.59,kg,0,19.03,0.39,6.88,1016.59,11.5,132.77,154,Autumn,Dashain,1,0,0,0,1
10/18/2024,Tomato_Big,76.18,kg,0,18.9,0.38,6.86,1016.73,11.19,132.77,154,Autumn,Dashain,1,0,0,0,1
10/19/2024,Tomato_Big,76.76,kg,0,18.78,0.36,6.84,1016.87,10.89,132.77,154,Autumn,Dashain,1,0,0,0,1
10/20/2024,Tomato_Big,77.35,kg,0,18.65,0.35,6.82,1017.01,10.59,132.77,154,Autumn,Dashain,1,0,0,0,1
10/21/2024,Tomato_Big,77.94,kg,0,18.53,0.34,6.8,1017.15,10.29,132.77,154,Autumn,Dashain,1,0,0,0,1
