Date,commodity,unit,minimum,maximum,average_price
2025-06-22,Tomato_Indian,केजी,80.0,90.0,85.6
2025-06-23,Tomato_Indian,केजी,80.0,90.0,85.0
2025-06-24,Tomato_Indian,केजी,75.0,85.0,80.4
2025-06-25,Tomato_Indian,केजी,75.0,85.0,80.0
2025-07-23,Tomato_Indian,केजी,55.0,60.0,58.25
2025-07-26,Tomato_Indian,केजी,50.0,60.0,55.0
2025-08-04,Tomato_Indian,केजी,50.0,60.0,56.25
2025-08-09,Tomato_Indian,केजी,60.0,70.0,65.0
2025-08-28,Tomato_Indian,केजी,80.0,90.0,85.0
2025-08-29,Tomato_Indian,केजी,75.0,85.0,82.0
2025-08-30,Tomato_Indian,केजी,75.0,85.0,80.0
2025-08-31,Tomato_Indian,केजी,75.0,85.0,80.0
2025-09-01,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-02,Tomato_Indian,केजी,75.0,80.0,78.0
2025-09-03,Tomato_Indian,केजी,70.0,75.0,72.8
2025-09-04,Tomato_Indian,केजी,70.0,75.0,73.0
2025-09-05,Tomato_Indian,केजी,70.0,80.0,77.0
2025-09-06,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-07,Tomato_Indian,केजी,70.0,80.0,74.75
2025-09-08,Tomato_Indian,केजी,70.0,80.0,74.75
2025-09-09,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-11,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-12,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-13,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-14,Tomato_Indian,केजी,70.0,80.0,77.0
2025-09-15,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-16,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-17,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-18,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-19,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-20,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-21,Tomato_Indian,केजी,60.0,70.0,66.4
2025-09-22,Tomato_Indian,केजी,65.0,75.0,68.0
2025-09-23,Tomato_Indian,केजी,60.0,70.0,66.0
2025-09-24,Tomato_Indian,केजी,60.0,70.0,65.2
2025-09-25,Tomato_Indian,केजी,60.0,70.0,65.0
2025-09-26,Tomato_Indian,केजी,60.0,70.0,65.6
2025-09-27,Tomato_Indian,केजी,60.0,70.0,65.0
2025-09-28,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-29,Tomato_Indian,केजी,70.0,80.0,75.0
2025-09-30,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-01,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-02,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-03,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-04,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-05,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-06,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-07,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-08,Tomato_Indian,केजी,70.0,75.0,73.0
2025-10-09,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-10,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-11,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-12,Tomato_Indian,केजी,70.0,80.0,75.0
2025-10-13,Tomato_Indian,केजी,70.0,80.0,73.6
2025-10-14,Tomato_Indian,केजी,70.0,80.0,73.75
2025-10-15,Tomato_Indian,केजी,60.0,70.0,67.4
2025-10-16,Tomato_Indian,केजी,60.0,70.0,64.4
2025-10-17,Tomato_Indian,केजी,57.0,66.0,62.8
2025-10-18,Tomato_Indian,केजी,57.0,66.0,62.8
2025-10-19,Tomato_Indian,केजी,52.0,62.0,57.25
2025-10-20,Tomato_Indian,केजी,52.0,62.0,57.25
